"assists_name","assists_assists","assists_assist_points","assists_two_pt_assists","assists_three_pt_assists","assists_at_rim_assists","assists_short_mid_range_assists","assists_long_mid_range_assists","assists_corner3assists","assists_arc3assists","fouls_fouls","fouls_shooting_fouls","fouls_loose_ball_fouls","fouls_loose_ball_fouls_drawn","fouls_offensive_fouls","fouls_charge_fouls","fouls_offensive_fouls_drawn","fouls_charge_fouls_drawn","fouls_clear_path_fouls","fouls_transition_take_fouls","fouls_transition_take_fouls_drawn","fouls_defensive_3_seconds_violations","fouls_fouls_drawn","free_fta","free_technical_free_throw_trips","free_two_pt_shooting_fouls_drawn","free_x2pt_and_1_free_throw_trips","free_three_pt_shooting_fouls_drawn","free_x3pt_and_1_free_throw_trips","free_non_shooting_fouls_drawn","free_shooting_fouls_drawn_pct","free_two_pt_shooting_fouls_drawn_pct","free_three_pt_shooting_fouls_drawn_pct","misc_plus_minus","misc_on_off_rtg","misc_on_def_rtg","misc_first_chance_points","misc_three_pt_off_rebounded_pct","misc_at_rim_off_rebounded_pct","misc_short_mid_range_off_rebounded_pct","misc_long_mid_range_off_rebounded_pct","misc_blocks","misc_blocked2s","misc_blocked3s","misc_blocked_at_rim","misc_blocked_short_mid_range","misc_blocked_long_mid_range","misc_blocked_corner3","misc_blocked_arc3","misc_recovered_blocks","misc_blocks_recovered_pct","misc_steals","misc_lost_ball_steals","misc_bad_pass_steals","misc_defensive_goaltends","profile_height_in","profile_weight_lbs","rebounds_rebounds","rebounds_def_rebounds","rebounds_ft_def_rebounds","rebounds_def_ft_rebound_pct","rebounds_def_two_pt_rebounds","rebounds_def_two_pt_rebound_pct","rebounds_def_three_pt_rebounds","rebounds_def_three_pt_rebound_pct","rebounds_def_fg_rebound_pct","rebounds_off_rebounds","rebounds_ft_off_rebounds","rebounds_off_ft_rebound_pct","rebounds_off_two_pt_rebounds","rebounds_off_two_pt_rebound_pct","rebounds_off_three_pt_rebounds","rebounds_off_three_pt_rebound_pct","rebounds_off_fg_rebound_pct","rebounds_def_at_rim_rebound_pct","rebounds_def_short_mid_range_rebound_pct","rebounds_def_long_mid_range_rebound_pct","rebounds_def_arc3rebound_pct","rebounds_def_corner3rebound_pct","rebounds_off_at_rim_rebound_pct","rebounds_off_short_mid_range_rebound_pct","rebounds_off_long_mid_range_rebound_pct","rebounds_off_arc3rebound_pct","rebounds_off_corner3rebound_pct","rebounds_self_o_reb","rebounds_self_o_reb_pct","scoring_off_poss","scoring_points","scoring_fg2m","scoring_fg2a","scoring_fg2pct","scoring_fg3m","scoring_fg3a","scoring_fg3pct","scoring_non_heave_fg3pct","scoring_ft_points","scoring_pts_assisted2s","scoring_pts_unassisted2s","scoring_pts_assisted3s","scoring_pts_unassisted3s","scoring_assisted2s_pct","scoring_non_putbacks_assisted2s_pct","scoring_assisted3s_pct","scoring_fg3a_pct","scoring_shot_quality_avg","scoring_efg_pct","scoring_ts_pct","scoring_pts_putbacks","scoring_fg2a_blocked","scoring_fg2a_pct_blocked","scoring_fg3a_blocked","scoring_fg3a_pct_blocked","scoring_usage","second_second_chance_off_poss","second_second_chance_points","second_second_chance_points_pct","second_second_chance_fg2m","second_second_chance_fg2a","second_second_chance_fg2pct","second_second_chance_fg3m","second_second_chance_fg3a","second_second_chance_fg3pct","second_second_chance_ft_points","second_second_chance_efg_pct","second_second_chance_ts_pct","second_second_chance_shot_quality_avg","second_second_chance_at_rim_fgm","second_second_chance_at_rim_fga","second_second_chance_at_rim_frequency","second_second_chance_at_rim_accuracy","second_second_chance_at_rim_pct_assisted","second_second_chance_corner3fgm","second_second_chance_corner3fga","second_second_chance_corner3frequency","second_second_chance_corner3accuracy","second_second_chance_corner3pct_assisted","second_second_chance_arc3fgm","second_second_chance_arc3fga","second_second_chance_arc3frequency","second_second_chance_arc3accuracy","second_second_chance_arc3pct_assisted","second_second_chance_turnovers","shot_shot_quality_avg","shot_at_rim_fg3a_frequency","shot_avg2pt_shot_distance","shot_avg3pt_shot_distance","shot_at_rim_fgm","shot_at_rim_fga","shot_at_rim_frequency","shot_at_rim_accuracy","shot_unblocked_at_rim_accuracy","shot_at_rim_pct_assisted","shot_at_rim_pct_blocked","shot_short_mid_range_fgm","shot_short_mid_range_fga","shot_short_mid_range_frequency","shot_short_mid_range_accuracy","shot_unblocked_short_mid_range_accuracy","shot_short_mid_range_pct_assisted","shot_short_mid_range_pct_blocked","shot_long_mid_range_fgm","shot_long_mid_range_fga","shot_long_mid_range_frequency","shot_long_mid_range_accuracy","shot_unblocked_long_mid_range_accuracy","shot_long_mid_range_pct_assisted","shot_long_mid_range_pct_blocked","shot_corner3fgm","shot_corner3fga","shot_corner3frequency","shot_corner3accuracy","shot_unblocked_corner3accuracy","shot_corner3pct_assisted","shot_corner3pct_blocked","shot_arc3fgm","shot_arc3fga","shot_arc3frequency","shot_arc3accuracy","shot_unblocked_arc3accuracy","shot_arc3pct_assisted","shot_arc3pct_blocked","shot_non_heave_arc3fgm","shot_non_heave_arc3fga","shot_non_heave_arc3accuracy","shot_heave_attempts","shot_heave_makes","turnovers_turnovers","turnovers_live_ball_turnovers","turnovers_dead_ball_turnovers","turnovers_live_ball_turnover_pct","turnovers_lost_ball_turnovers","turnovers_lost_ball_out_of_bounds_turnovers","turnovers_bad_pass_turnovers","turnovers_bad_pass_out_of_bounds_turnovers","turnovers_travels","turnovers_x3second_violations","turnovers_step_out_of_bounds_turnovers","turnovers_offensive_goaltends","turnovers_height_in","turnovers_weight_lbs"
"Torrey Craig",318,765,189,129,97,64,28,49,80,533,283,37,22,15,9,31,6,0,0,0,2,175,157,0,72,19,0,0,16,0.048192771,0.098630137,0,-669,113.050615595075,117.607345395625,1394,0.219616204690832,0.462686567164179,0.291666666666667,0.136363636363636,147,137,10,67,60,10,4,6,74,0.503401360544218,155,51,104,2,77,221,1163,803,98,0.339100346020761,348,0.1316685584563,357,0.152956298200514,0.1416515973478,360,12,0.057416268,177,0.058609272,171,0.072488343,0.06469604,0.103125,0.133390705679862,0.18042226487524,0.153635866593767,0.15049504950495,0.066666667,0.056171471,0.053191489,0.074592075,0.066874028,31,0.0434782608695652,10965,1712,373,677,0.550960118,283,764,0.370418848167539,0.371879106438896,117,432,314,825,24,0.579088472,0.73469387755102,0.971731448763251,0.530187369882026,0.553922578397212,0.553435114503817,0.566887417218543,158,54,0.079763663,2,0.002617801,13.6178699641005,1333,318,0.185747663551402,118,198,0.595959595959596,18,53,0.339622641509434,28,0.577689243027888,0.597744360902256,0.579420886075949,108,167,0.665338645418327,0.646706586826347,0.212962962962963,8,23,0.091633466,0.347826086956522,0.875,10,30,0.119521912350598,0.333333333333333,0.9,25,0.553922578397212,0.817487855655795,5.02998522895126,24.9735602094241,276,414,0.287300485773768,0.666666666666667,0.726315789473684,0.579710144927536,0.082125604,78,199,0.138098542678695,0.391959798994975,0.433333333333333,0.58974358974359,0.095477387,19,64,0.044413602,0.296875,0.301587301587302,0.526315789473684,0.015625,128,337,0.233865371269951,0.379821958456973,0.380952380952381,0.9921875,0.002967359,155,427,0.296321998612075,0.362997658079625,0.363849765258216,0.954838709677419,0.00234192,155,424,0.365566037735849,3,0,197,105,92,0.532994923857868,37,14,68,29,16,0,5,0,77,221
"Delon Wright",808,2014,410,398,238,121,51,125,273,233,124,6,9,7,2,47,9,0,1,0,0,343,304,0,115,23,3,1,44,0.083451202,0.127212389380531,0.005882353,3,113.372727272727,113.17055459744,1449,0.127090301003344,0.34640522875817,0.393518518518519,0.12,83,78,5,33,37,8,1,4,46,0.55421686746988,353,112,241,0,77,185,788,585,15,0.055555556,285,0.103186097031137,285,0.124454148471616,0.112826603325416,203,0,0,108,0.040253448,95,0.0392399834779017,0.039772727,0.087912088,0.095392078,0.150763358778626,0.125433526011561,0.121428571428571,0.033826638,0.045,0.0409683426443203,0.0365853658536585,0.0485981308411215,29,0.047001621,11000,1614,408,812,0.502463054187192,183,508,0.360236220472441,0.366733466933868,249,272,544,456,93,0.333333333333333,0.356020942408377,0.830601092896175,0.384848484848485,0.527898891,0.517045454545455,0.553497942386831,52,76,0.093596059,3,0.005905512,13.3711507293355,1146,165,0.102230483271375,44,88,0.5,19,56,0.339285714285714,20,0.503472222222222,0.528846153846154,0.551421505376344,41,62,0.430555555555556,0.661290322580645,0.24390243902439,4,12,0.083333333,0.333333333333333,1,15,44,0.305555555555556,0.340909090909091,0.8,15,0.527898891,0.706060606,5.09507389162562,25.925,271,424,0.321212121212121,0.639150943396226,0.709424083769634,0.372693726937269,0.099056604,118,338,0.256060606060606,0.349112426035503,0.38562091503268,0.271186440677966,0.094674556,19,50,0.037878788,0.38,0.395833333333333,0.157894736842105,0.04,42,124,0.093939394,0.338709677419355,0.338709677419355,0.976190476190476,0,141,384,0.290909090909091,0.3671875,0.37007874015748,0.787234042553192,0.0078125,141,375,0.376,9,0,193,123,70,0.637305699481865,56,12,67,32,13,0,3,0,77,185
"Robert Covington",290,722,148,142,107,30,11,30,112,527,294,12,29,25,8,21,8,0,0,1,1,192,197,1,71,8,5,0,23,0.054208274,0.13921568627451,0.005605381,337,116.39816398164,113.538849828736,1406,0.197416974169742,0.31304347826087,0.364705882352941,0.095238095,226,214,12,140,69,5,4,8,131,0.579646017699115,281,114,167,5,79,209,1120,938,92,0.328571428571429,479,0.176102941176471,367,0.151590251961999,0.16455942423653,182,5,0.0191570881226054,110,0.041368936,67,0.025670498,0.033592712,0.169332079021637,0.186379928315412,0.168207024029575,0.150776053215078,0.153970826580227,0.043010752688172,0.04158215,0.037701975,0.025507794,0.026369168,19,0.027027027,11111,1612,222,447,0.496644295302013,336,887,0.37880496054115,0.379232505643341,160,304,140,957,51,0.684684684684685,0.808510638297872,0.949404761904762,0.664917541229385,0.543325976,0.544227886056971,0.565263157894737,68,52,0.116331096,8,0.009019166,12.8233791121048,1209,206,0.127791563275434,52,94,0.553191489361702,26,71,0.366197183098592,24,0.551515151515152,0.575418994413408,0.570350438596491,47,76,0.460606060606061,0.618421053,0.191489361702128,8,14,0.084848485,0.571428571428571,0.875,18,57,0.345454545454545,0.315789473684211,1,13,0.543325976,0.885307346326837,4.46644295302013,25.730214205186,177,294,0.220389805097451,0.602040816326531,0.675572519083969,0.655367232,0.108843537414966,33,119,0.089205397,0.277310924369748,0.33,0.818181818181818,0.159663865546218,12,34,0.0254872563718141,0.352941176470588,0.363636363636364,0.75,0.0294117647058824,66,155,0.116191904047976,0.425806451612903,0.425806451612903,0.984848484848485,0,270,732,0.548725637181409,0.368852459016393,0.37292817679558,0.940740740740741,0.010928962,270,731,0.369357045143639,1,0,182,85,97,0.467032967032967,23,3,62,34,19,0,4,0,79,209
"Lonnie Walker IV",391,934,239,152,160,47,32,47,105,341,196,9,1,3,14,11,2,1,0,1,1,266,383,8,176,38,7,1,21,0.072160883,0.128,0.006029285,-491,112.255425115617,116.435801811401,2539,0.194986072423398,0.372093023255814,0.273224044,0.156521739130435,71,64,7,34,27,3,3,4,38,0.535211267605634,135,35,100,3,76,204,572,513,13,0.0483271375464684,220,0.076335878,280,0.118243243243243,0.095238095,59,1,0.003745318,40,0.0131578947368421,18,0.008046491,0.0109910934242941,0.063978966,0.08244898,0.089147287,0.113513513513514,0.135135135135135,0.0199240986717268,0.0121457489878543,0.005326232,0.00812065,0.007797271,16,0.0128,11244,2737,605,1237,0.489086499595796,406,1155,0.351515151515152,0.354275741710297,309,648,562,1029,189,0.535537190082645,0.540901502504174,0.844827586206897,0.482859531772575,0.524920369592608,0.50752508361204,0.533828705514275,12,91,0.073565077,7,0.006060606,22.15863933,1173,198,0.07234198,36,99,0.363636363636364,34,105,0.323809523809524,24,0.426470588235294,0.456018518518519,0.512802919708029,20,43,0.21078431372549,0.465116279069767,0.5,11,23,0.112745098039216,0.478260869565217,1,23,82,0.401960784313726,0.280487804878049,0.695652173913043,16,0.524920369592608,0.716137123745819,8.22190784155214,25.6670995670996,342,558,0.233277591973244,0.612903225806452,0.675889328063241,0.605263157894737,0.093189964,124,309,0.129180602006689,0.401294498381877,0.450909090909091,0.483870967741935,0.110032362459547,139,370,0.154682274247492,0.375675675675676,0.380821917808219,0.410071942446043,0.0135135135135135,103,257,0.107441471571906,0.400778210116732,0.407114624505929,0.961165048543689,0.015564202,303,898,0.375418060200669,0.337416481069042,0.33854748603352,0.805280528052805,0.003340757,303,889,0.340832395950506,9,0,233,124,109,0.532188841201717,48,8,76,27,29,0,21,0,76,204
"Payton Pritchard",673,1672,347,326,235,76,36,102,224,349,139,16,11,11,0,16,5,0,2,2,0,178,182,7,61,11,7,2,24,0.034119418,0.081117021,0.005640612,677,118.264798082242,112.552107457156,2121,0.298719772403983,0.377358490566038,0.379032258064516,0.183908045977011,25,23,2,9,11,3,1,1,11,0.44,140,52,88,0,73,195,724,537,4,0.016064257,253,0.087361878,280,0.121792083514572,0.102598652550529,187,5,0.0229357798165138,78,0.033591731,104,0.0359488420324922,0.034899329,0.06870229,0.08496732,0.121262458471761,0.125278396436526,0.10934393638171,0.038798498,0.0305927342256214,0.0314465408805031,0.039462272,0.0221465076660988,22,0.023329799,10846,2395,377,702,0.537037037037037,495,1236,0.400485436893204,0.403924775143091,156,246,508,1239,246,0.326259946949602,0.349431818181818,0.834343434343434,0.637770897832817,0.517090873634945,0.57765737874097,0.591968269707486,50,70,0.0997151,10,0.008090615,18.0046702633062,1346,274,0.114405010438413,52,97,0.536082474226804,51,140,0.364285714285714,17,0.542194092827004,0.556910569,0.514432558139535,25,41,0.172995780590717,0.609756097560976,0.12,12,35,0.147679324894515,0.342857142857143,0.583333333333333,39,105,0.443037974683544,0.371428571428571,0.923076923076923,21,0.517090873634945,0.796697626418989,7.9951566951567,26.5266181229773,201,308,0.158926728586171,0.652597402597403,0.736263736263736,0.323383084577114,0.113636363636364,99,226,0.116615067079463,0.438053097345133,0.510309278350515,0.292929292929293,0.141592920353982,77,168,0.086687307,0.458333333333333,0.466666666666667,0.376623376623377,0.0178571428571429,116,251,0.129514963880289,0.462151394422311,0.465863453815261,0.931034482758621,0.007968127,379,985,0.508255933952528,0.384771573604061,0.387922210849539,0.804749340369393,0.008121827,378,971,0.389289392378991,13,1,220,131,89,0.595454545454545,43,5,88,21,28,2,20,0,73,195
"Paolo Banchero",728,1758,426,302,300,85,41,83,219,326,191,11,13,16,27,2,6,0,1,3,4,779,1152,9,549,109,7,0,67,0.180930686625447,0.228940783986656,0.01037037,-185,113.20003618927,115.02989672042,3034,0.26605504587156,0.366101694915254,0.294252873563218,0.232209737827715,90,77,13,42,32,3,5,8,57,0.633333333333333,134,47,87,3,82,250,1095,917,74,0.276119402985075,445,0.174646781789639,398,0.172145328719723,0.173456790123457,178,3,0.008547009,101,0.03594306,74,0.034180139,0.0351758793969849,0.154960981047938,0.165935030728709,0.228515625,0.180222352252779,0.149253731343284,0.050632911,0.0279146141215107,0.026548673,0.033519553,0.036101083032491,52,0.041566747,11053,3386,952,1958,0.486210418794688,215,668,0.32185628742515,0.323795180722892,837,732,1172,432,213,0.384453781512605,0.400876232201533,0.669767441860465,0.254379284082254,0.511026249523083,0.485338918507235,0.538375796,78,182,0.092951992,3,0.004491018,28.8416833667335,1255,352,0.103957471943296,112,197,0.568527918781726,20,55,0.363636363636364,68,0.563492063492063,0.596610169491525,0.519486827956989,80,120,0.476190476190476,0.666666666666667,0.3,1,8,0.0317460317460317,0.125,1,19,47,0.186507936507937,0.404255319148936,0.789473684210526,27,0.511026249523083,0.56016755521706,7.87763023493361,26.1640718562874,508,803,0.305788271134806,0.632627646326276,0.700689655172414,0.47244094488189,0.097135741,253,692,0.263518659558264,0.365606936416185,0.423785595,0.280632411067194,0.13728323699422,191,463,0.176313785224676,0.412526997840173,0.420704845814978,0.287958115183246,0.019438444924406,19,67,0.0255140898705255,0.283582089552239,0.283582089552239,0.947368421052632,0,196,601,0.228865194211729,0.3261231281198,0.327759197324415,0.642857142857143,0.004991681,196,597,0.328308207705193,4,0,458,282,176,0.615720524017467,139,34,143,56,33,1,5,0,82,250
"Trey Murphy III",304,731,181,123,112,46,23,39,84,312,181,14,12,9,7,31,2,0,1,1,2,306,432,56,164,45,8,0,37,0.086,0.213820078226858,0.00648824,188,114.577496610935,113.175063428779,2252,0.240162822252374,0.401785714285714,0.416,0.289473684210526,86,81,5,42,35,4,2,3,58,0.674418604651163,177,55,122,2,80,206,763,605,56,0.221343873517787,253,0.103518821603928,296,0.116032928263426,0.10990990990991,158,1,0.003891051,88,0.030898876,69,0.0307898259705489,0.03085085478483,0.079455165,0.105947955390335,0.141683778234086,0.113695090439276,0.123376623376623,0.0398058252427184,0.021110242,0.037105751,0.031566409,0.0284697508896797,35,0.0364583333333333,11065,2540,370,648,0.570987654320988,475,1225,0.387755102040816,0.389025389,375,498,242,1329,96,0.672972973,0.761467889908257,0.932631578947368,0.654030966364122,0.554279796355841,0.57794981313401,0.611438389788905,86,49,0.075617284,5,0.004081633,17.2551525802844,1247,288,0.113385826771654,69,109,0.63302752293578,33,101,0.326732673267327,51,0.564285714285714,0.612068965517241,0.547912030075188,61,84,0.4,0.726190476190476,0.163934426229508,10,25,0.119047619047619,0.4,1,23,76,0.361904761904762,0.302631578947368,1,14,0.554279796355841,0.862253069941271,4.9375,26.0610612244898,277,390,0.208222103577149,0.71025641025641,0.758904109589041,0.657039711191336,0.064102564,76,202,0.107848371596369,0.376237623762376,0.426966292134831,0.697368421052632,0.118811881188119,17,56,0.029898558,0.303571428571429,0.303571428571429,0.823529411764706,0,138,328,0.175120128136679,0.420731707317073,0.424615384615385,0.978260869565217,0.009146341,337,897,0.478910838227443,0.375696767001115,0.376536313,0.913946588,0.002229654,337,893,0.377379619260918,4,0,130,64,66,0.492307692307692,19,18,45,21,6,0,4,0,80,206
"Onyeka Okongwu",261,643,140,121,75,43,22,34,87,714,464,65,59,66,10,5,3,0,0,0,8,437,543,1,260,65,0,0,42,0.160493827160494,0.17379679144385,0,-6,116.769299419902,116.843702579666,1686,0.2125,0.34,0.236842105263158,0.064516129,275,270,5,168,99,3,2,3,159,0.578181818181818,152,47,105,5,82,240,1550,953,47,0.175373134328358,449,0.17810392701309,457,0.18207171314741,0.180083482409064,597,4,0.018018018018018,364,0.13041920458617,229,0.097075032,0.115145631067961,0.152046783625731,0.205854579792257,0.172018348623853,0.187702265372168,0.166158536585366,0.146008403361345,0.131018153117601,0.103146853146853,0.095945174,0.100328947368421,36,0.092307692,11205,2235,859,1301,0.660261337432744,35,124,0.282258064516129,0.286885245901639,412,1298,420,105,0,0.755529685681024,0.948830409356725,1,0.087017544,0.595455657062544,0.639649122807018,0.67208182912154,350,125,0.096079939,0,0,14.8566463944396,1274,549,0.245637583892617,216,340,0.635294117647059,2,9,0.222222222222222,111,0.627507163323782,0.66144578313253,0.60866711026616,198,299,0.856733524355301,0.662207357859532,0.116161616161616,2,7,0.020057307,0.285714285714286,1,0,2,0.005730659,0,0,38,0.595455657062544,0.755789473684211,3.27870868562644,24.2701612903226,697,953,0.668771929824561,0.731374606505771,0.806712962962963,0.721664275466284,0.093389297,137,292,0.204912280701754,0.469178082191781,0.53515625,0.89051094890511,0.123287671232877,25,56,0.039298246,0.446428571428571,0.446428571428571,0.96,0,33,94,0.065964912,0.351063829787234,0.351063829787234,1,0,2,30,0.0210526315789474,0.066666667,0.066666667,1,0,2,28,0.071428571,2,0,220,88,132,0.4,41,13,47,16,15,3,4,3,82,240
"Zion Williamson",743,1917,312,431,174,81,57,140,291,377,197,10,23,31,52,6,1,0,1,0,3,955,1331,0,709,202,0,0,54,0.220803488009966,0.226228462029355,0,367,117.692998204668,114.604316546763,3583,0.191489361702128,0.376,0.363855422,0.181818181818182,109,103,6,64,38,1,1,5,66,0.605504587155963,170,88,82,16,78,284,1097,734,79,0.341991342,284,0.113873295910184,371,0.14,0.127332814930016,363,10,0.026666667,243,0.08478716,110,0.052910053,0.071385238,0.100758396533044,0.111216730038023,0.142581888246628,0.141791044776119,0.134375,0.100077579519007,0.079322638,0.0549450549450549,0.0509348807221148,0.0587121212121212,101,0.128498727735369,11140,4138,1565,2627,0.595736581652075,25,77,0.324675324675325,0.337837837837838,933,1580,1550,66,9,0.504792332268371,0.559094125973107,0.88,0.0284763313609467,0.563019529803776,0.592640532544379,0.633690658499234,304,315,0.119908641035402,0,0,29.6398891966759,1274,555,0.13412276462059,228,349,0.653295128939828,1,4,0.25,96,0.65014164305949,0.675182481751825,0.58928072519084,209,309,0.875354107648725,0.676375404530744,0.181818181818182,0,0,0,0,0,1,4,0.011331445,0.25,1,24,0.563019529803776,0.741863905325444,3.17620860296917,26.6246753246753,1299,1929,0.713387574,0.673405909797823,0.747841105354059,0.522709776751347,0.099533437,261,681,0.251849112426036,0.383259911894273,0.467741935483871,0.417624521072797,0.180616740088106,5,17,0.006286982,0.294117647058824,0.294117647058824,0.4,0,3,3,0.001109467,1,1,1,0,22,74,0.0273668639053254,0.297297297297297,0.297297297297297,0.863636363636364,0,22,71,0.309859154929577,3,0,481,250,231,0.51975051975052,125,52,125,49,22,0,15,2,78,284
"Talen Horton-Tucker",791,1898,475,316,307,124,44,110,206,493,231,21,16,24,28,22,11,2,0,1,0,432,560,10,272,69,0,0,35,0.11356993736952,0.163855422,0,-180,112.178791169019,113.345949355682,2360,0.213849287169043,0.392097264,0.343949044585987,0.266666666666667,102,99,3,55,44,0,0,3,52,0.509803921568627,212,110,102,2,76,234,727,595,35,0.11437908496732,265,0.097462302,295,0.116462692459534,0.106626047220107,132,9,0.0276923076923077,69,0.02553664,54,0.0226320201173512,0.0241745283018868,0.0875,0.093457944,0.128421052631579,0.114713216957606,0.123106060606061,0.038888889,0.020565553,0.006593407,0.025641026,0.0135135135135135,39,0.0358785648574057,11052,2532,714,1457,0.490048043925875,223,735,0.303401360544218,0.306206896551724,435,432,996,525,144,0.302521008403361,0.309899569583931,0.7847533632287,0.335310218978102,0.516115894495413,0.478330291970803,0.519341563786008,34,134,0.091969801,3,0.004081633,22.5349860055978,1259,172,0.06793049,43,108,0.398148148148148,18,57,0.315789473684211,32,0.424242424242424,0.462365591397849,0.533945045,34,73,0.442424242424242,0.465753424657534,0.264705882352941,5,17,0.103030303030303,0.294117647058824,1,13,40,0.242424242424242,0.325,0.923076923076923,21,0.516115894495413,0.70757299270073,5.51304049416609,26.11782313,484,816,0.372262773722628,0.593137254901961,0.654939106901218,0.369834710743802,0.094362745,188,504,0.22992700729927,0.373015873,0.418708240534521,0.175531914893617,0.109126984126984,42,137,0.0625,0.306569343065693,0.311111111111111,0.095238095,0.0145985401459854,45,146,0.066605839,0.308219178082192,0.308219178082192,0.933333333333333,0,178,589,0.268704379562044,0.302207130730051,0.303754266211604,0.747191011235955,0.005093379,177,578,0.306228373702422,10,1,389,224,165,0.575835475578406,73,24,151,41,26,0,7,0,76,234
"Jalen Suggs",666,1600,398,268,303,67,28,88,180,535,255,21,40,29,18,72,28,0,0,4,2,563,514,4,205,44,9,4,57,0.097184378,0.165857605177994,0.00931677,-198,110.209304451147,111.712697110564,2209,0.22866344605475,0.333333333333333,0.376681614349776,0.209090909090909,116,110,6,60,47,3,3,3,72,0.620689655172414,269,101,168,7,77,205,659,516,9,0.034749035,213,0.081142857,294,0.12542662116041,0.102032602,143,5,0.017301038,70,0.0261682242990654,68,0.028752643,0.027380952,0.064724919,0.078740157,0.113513513513514,0.123350545037292,0.131447587354409,0.0178236397748593,0.0317460317460317,0.0315789473684211,0.0302013422818792,0.024263431542461,24,0.0230547550432277,10941,2430,538,1075,0.50046511627907,318,961,0.330905306971904,0.333683105981112,400,400,676,774,180,0.371747211895911,0.383877159309021,0.811320754716981,0.472003929273084,0.532240657439446,0.49852652259332,0.537184594953519,34,106,0.098604651,6,0.006243496,21.8327531773658,1243,221,0.090946502,42,89,0.471910112359551,28,69,0.405797101449275,53,0.531645569620253,0.584656084656085,0.517424019607843,29,46,0.291139240506329,0.630434782608696,0.310344827586207,4,17,0.107594936708861,0.235294117647059,1,24,52,0.329113924050633,0.461538461538462,0.875,33,0.532240657439446,0.744597249508841,6.50902325581395,26.2737773152966,354,555,0.272593320235756,0.637837837837838,0.699604743083004,0.423728814,0.088288288,115,340,0.166994106090373,0.338235294117647,0.403508771929825,0.2,0.161764705882353,69,180,0.088408644,0.383333333333333,0.387640449438202,0.391304348,0.0111111111111111,67,187,0.091846758,0.358288770053476,0.360215053763441,0.940298507462687,0.005347594,251,774,0.380157170923379,0.324289405684755,0.326397919375813,0.776892430278884,0.006459948,251,766,0.327676240208877,8,0,438,268,170,0.611872146118721,92,27,176,52,22,0,14,0,77,205
"Cade Cunningham",1089,2569,698,391,510,149,39,129,262,444,216,18,10,31,17,12,3,0,1,4,2,456,578,53,227,49,5,0,54,0.076872101,0.107126002831524,0.005561735,-702,110.828668440855,117.346189164371,3046,0.216931216931217,0.422492401215805,0.280623608017817,0.228699551569507,88,85,3,58,24,3,2,1,48,0.545454545454545,163,66,97,1,78,220,849,722,20,0.079365079,398,0.148396718866518,304,0.133274879438843,0.1414467056216,127,4,0.017021277,83,0.028212101,40,0.017644464,0.023612977538875,0.127127127127127,0.152138157894737,0.184154175588865,0.131278538812785,0.139886578449905,0.037037037037037,0.0303756994404476,0.005385996,0.0202453987730061,0.010989011,35,0.0259451445515196,10897,3260,931,1941,0.479649665121072,303,894,0.338926174496644,0.342760180995475,489,442,1420,618,291,0.237379162191192,0.242324561403509,0.67986798679868,0.315343915343915,0.500385671271697,0.488712522045855,0.524251302083333,38,213,0.109737248840804,8,0.008948546,29.3786220218931,1279,214,0.065644172,43,134,0.32089552238806,34,90,0.377777777777778,26,0.419642857142857,0.45106383,0.50390119760479,23,66,0.294642857142857,0.348484848484849,0.173913043478261,1,5,0.0223214285714286,0.2,1,33,85,0.379464285714286,0.388235294117647,0.848484848484849,32,0.500385671271697,0.585537918871252,7.69582689335394,26.4173378076063,432,766,0.270194003527337,0.563968668407311,0.655538694992413,0.236111111111111,0.139686684073107,308,759,0.267724867724868,0.405797101449275,0.463855422,0.211038961038961,0.125164690382082,191,416,0.14673721340388,0.459134615384615,0.471604938271605,0.282722513089005,0.0264423076923077,41,117,0.041269841,0.35042735042735,0.35042735042735,0.878048780487805,0,262,777,0.274074074074074,0.337194337194337,0.340702210663199,0.648854962,0.0102960102960103,262,767,0.341590612777053,10,0,583,403,180,0.691252144082333,144,25,259,65,19,0,15,1,78,220
